Unique_vin;condition;year;make;model;trim;body;transmission;state;odometer;color;interior;seller;mmr;sellingprice;sale_time;Day_of_week;sale_date;Price_category;mileage_category;Car_type
wba3n7c55ef719079;37;2014;BMW;4 Series;428i SULEV;Coupe;automatic;ca;18152;white;black;street smartz auto sales corporation;31000;39750;12:30:00;Tue;Dec 16 2014;medium;low_mileage;new
5fryd3h83eb011004;49;2014;Acura;MDX;Advance and Entertainment Packages;SUV;automatic;ca;21523;white;gray;onemain rem/m&m auto traders;39500;41500;12:00:00;Thu;Dec 18 2014;medium;low_mileage;new
2g1fe1e34e9190976;44;2014;Chevrolet;Camaro;LS;Coupe;manual;ca;7924;white;black;tdaf remarketing;17850;18500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
5xyktca64fg570672;49;2015;Kia;Sorento;LX;SUV;automatic;ca;13711;white;black;kia motors america  inc;20600;21750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6apxdm714541;45;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;24112;white;black;nissan infiniti lt;22800;22500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
5npeb4acxdh744455;35;2013;Hyundai;Sonata;GLS;Sedan;automatic;ca;41888;gray;gray;avis corporation;11800;11900;11:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhtc6ae4du168333;36;2013;Hyundai;Veloster;Turbo;Hatchback;automatic;ca;10474;white;black;hyundai motor america/co car;15000;16100;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6ap7dm300469;41;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;19957;—;beige;nissan infiniti lt;23300;21750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhct5ae4du128991;46;2013;Hyundai;Accent;GS;Hatchback;automatic;ca;9927;black;black;hyundai motor america/co car;10800;11300;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
5npdh4ae4dh388614;1;2013;Hyundai;Elantra;GLS;Sedan;automatic;ca;25960;gray;gray;enterprise vehicle exchange / tra / rental / tulsa;12100;8800;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
kmhec4a4xda091084;44;2013;Hyundai;Sonata Hybrid;Base;Sedan;automatic;ca;9539;silver;gray;hyundai motor america/co car;15450;14900;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6apxdm300417;36;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;20976;black;black;nissan infiniti lt;23100;21000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap3dm714428;46;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;22294;black;black;nissan infiniti lt;23000;24750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap0dm300670;44;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;30464;gray;black;nissan infiniti lt;22000;24000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhtc6ad7du089181;48;2013;Hyundai;Veloster;Base;Hatchback;automatic;ca;27532;yellow;black;hyundai buybacks;13100;11300;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
5npdh4ae7dh345708;2;2013;Hyundai;Elantra;GLS;Sedan;automatic;ca;33158;gray;beige;enterprise vehicle exchange / tra / rental / tulsa;11650;9400;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
5xyztdlb2dg045704;43;2013;Hyundai;Santa Fe;Sport;SUV;automatic;ca;41783;green;beige;avis rac/san leandro;17600;17400;12:30:00;Wed;Dec 31 2014;cheap;low_mileage;new
jn1cv6ap5dm711210;46;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;17541;white;gray;nissan infiniti lt;23600;24750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap0dm711549;42;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;23470;black;black;nissan infiniti lt;22800;24500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap3dm710234;43;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;29782;gray;black;nissan infiniti lt;22100;21500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhgc4dd7du226203;43;2013;Hyundai;Genesis;3.8;Sedan;automatic;ca;11041;black;beige;hyundai motor finance;19800;12500;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6ap2dm714338;42;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;20408;gray;black;nissan infiniti lt;23500;24000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ap3dm713666;42;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;20070;gray;black;nissan infiniti lt;23300;22000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap2dm712931;4;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;33838;gray;black;nissan infiniti lt;21600;20250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
2t2zk1ba0dc103312;null;2013;Lexus;RX 350;Base;SUV;automatic;ca;29353;gray;—;south county lexus at mission viejo;32000;29600;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jtjzb1ba8d2411313;null;2013;Lexus;RX 450h;Base;SUV;automatic;ca;27970;burgundy;—;dolan toyota scion;37300;30500;12:30:00;Wed;Dec 17 2014;medium;low_mileage;new
5xxgn4a7xdg106558;2;2013;Kia;Optima;EX;Sedan;automatic;ca;24614;burgundy;beige;kia motors finance;16200;10600;13:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6ar5dm750574;38;2013;Infiniti;G Sedan;G37x;G Sedan;automatic;ca;23642;gray;black;nissan infiniti lt;23300;23000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
knafu4a22d5724414;27;2013;Kia;Forte;EX;Sedan;automatic;ca;55885;gray;black;caprock auto remarketing;9175;8800;12:00:00;Tue;Dec 23 2014;cheap;medium_mileage;new
knagm4ad0d5055811;44;2013;Kia;Optima;EX Hybrid;Sedan;automatic;ca;18554;gray;black;kia motors america  inc;15950;15700;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
wddgj4hbxdg003743;37;2013;Mercedes-Benz;C-Class;C250;Coupe;automatic;ca;18960;black;beige;mercedes-benz financial services;25300;22750;04:30:00;Thu;Jan 15 2015;cheap;low_mileage;new
5xxgm4a7xdg214617;37;2013;Kia;Optima;LX;Sedan;automatic;ca;35707;silver;gray;enterprise veh exchange/rental;12900;13300;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
salvr2bg6dh755364;5;2013;Land Rover;Range Rover Evoque;Pure Premium;SUV;automatic;ca;5403;gray;black;land rover north america llc;38600;30500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
jn1cv6ap3dm720746;24;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;42547;black;black;nissan infiniti lt;20500;17250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
wddgf4hb8dr256694;43;2013;Mercedes-Benz;C-Class;C250 Sport;Sedan;automatic;ca;23941;black;gray;hoehn motors inc;22600;21750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
5xxgr4a61dg171696;23;2013;Kia;Optima;SX;Sedan;automatic;ca;38247;red;black;kia motors finance;19850;17000;12:30:00;Tue;Jan 13 2015;cheap;low_mileage;new
1n4bl3ap4dc907342;44;2013;Nissan;Altima;3.5 SL;Sedan;automatic;ca;10929;black;black;nissan motor acceptance corporation;17250;20250;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn8as5mv6dw607187;21;2013;Nissan;Rogue;S;SUV;automatic;ca;67280;gray;black;the hertz corporation;12600;11000;11:30:00;Thu;Jan 08 2015;cheap;medium_mileage;new
jn8as5mt7dw521496;41;2013;Nissan;Rogue;S;SUV;null;ca;22425;white;black;nissan motor acceptance corporation;15000;15250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
5n1an0nw5dn811428;4;2013;Nissan;Xterra;S;SUV;automatic;ca;37767;black;gray;avis rac/san leandro;18250;18300;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jtebu5jr2d5116361;49;2013;Toyota;4Runner;Limited;SUV;automatic;ca;52002;silver;black;avis rac/san leandro;30500;25900;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
jn8as5mt1dw014710;43;2013;Nissan;Rogue;SV;SUV;null;ca;22338;silver;black;nissan north america inc.;15050;18000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn8as5mt2dw504959;43;2013;Nissan;Rogue;S;SUV;null;ca;27187;blue;gray;nissan motor acceptance corporation;14550;15500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
3n1ab7ap2dl757450;32;2013;Nissan;Sentra;S;Sedan;null;ca;11357;gray;black;nissan motor acceptance corporation;12600;11500;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
1vwbh7a31dc025977;1;2013;Volkswagen;Passat;SE;Sedan;automatic;ca;24954;—;black;vw credit;14250;11100;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
4t4bf1fk2dr316831;44;2013;Toyota;Camry;LE;Sedan;automatic;ca;13948;beige;beige;toyota financial services;14950;14900;00:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
jn8az1mw6dw312782;39;2013;Nissan;Murano;SV;SUV;automatic;ca;35138;white;beige;avis rac/san leandro;17600;20500;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jtdkn3du9d5636594;36;2013;Toyota;Prius;Two;Hatchback;automatic;ca;39968;black;gray;toyota financial services/avis budget group-open;15150;15800;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
jn8as5mv2dw116535;37;2013;Nissan;Rogue;S;SUV;automatic;ca;34651;white;gray;enterprise veh exchange/rental;14300;14900;11:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
5n1ar2mn1dc619184;45;2013;Nissan;Pathfinder;SV;SUV;automatic;ca;19742;white;black;nissan-infiniti lt;21400;22500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
wbaka8c54ccy37992;49;2012;bmw;750i;750i;null;automatic;ca;53016;white;gray;financial services remarketing (lease);31300;34250;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
wbalz3c59cdl72460;38;2012;BMW;6 Series;650i;Convertible;automatic;ca;22845;white;—;financial services remarketing (lease);50000;52500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wbaka8c51ccy37982;4;2012;bmw;750i;750i;null;automatic;ca;40183;gray;blue;financial services remarketing (lease);34000;35500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wbsdx9c5xce784602;42;2012;BMW;M3;Base;Convertible;automatic;ca;35920;silver;black;high bid trading co inc;40000;41000;12:00:00;Thu;Dec 18 2014;medium;low_mileage;new
wbafr7c50cc808722;44;2012;BMW;5 Series;535i;Sedan;automatic;ca;54898;white;tan;financial services remarketing (lease);30600;31000;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
wauggafc6cn169316;42;2012;Audi;A6;3.0T Premium quattro;Sedan;automatic;ca;44002;black;black;trade in solutions irvine;28400;30000;12:30:00;Tue;Jan 06 2015;cheap;low_mileage;new
wbakc8c50cc435719;24;2012;null;null;null;null;automatic;ca;27709;—;black;bmw of bakersfield;41800;33750;04:30:00;Thu;Feb 12 2015;medium;low_mileage;new
wbafr7c54cc808772;44;2012;BMW;5 Series;535i;Sedan;automatic;ca;37915;black;black;financial services remarketing (lease);33500;34000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
waubfafl9cn004681;38;2012;Audi;A4;2.0T Premium quattro;Sedan;automatic;ca;48158;blue;gray;fratelli investment group;18650;19500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
3gcpcse06cg246240;28;2012;Chevrolet;Silverado 1500;LT;Crew Cab;automatic;ca;32104;silver;black;california republic bank;23300;23000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
wball5c57ce716603;45;2012;BMW;Z4;sDrive28i;Convertible;automatic;ca;19767;black;black;financial services remarketing (lease);31000;32000;04:30:00;Thu;Jan 15 2015;medium;low_mileage;new
5uxzv4c51cl889822;33;2012;BMW;X5;xDrive35i Premium;SUV;automatic;ca;56780;black;black;myrddin fleet services;30200;30000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1g1pd5sh5c7328067;31;2012;Chevrolet;Cruze;LS;Sedan;manual;ca;53563;silver;black;balboa thrift & loan association;8050;7500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
5gakrced0cj149925;41;2012;Buick;Enclave;Leather Group;SUV;automatic;ca;34807;beige;beige;fiserv/usb dealer services northstar exchange;24100;22000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1gcrkpea6cz132644;39;2012;Chevrolet;Silverado 1500;Work Truck;Extended Cab;automatic;ca;10482;white;gray;merchants automotive group;20600;20200;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1g1zc5e0xcf296157;41;2012;Chevrolet;Malibu;LT;Sedan;automatic;ca;27370;white;black;wheels exchange llc;10950;12200;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
5uxzw0c57cl665685;43;2012;BMW;X5;xDrive35d;SUV;automatic;ca;59718;black;black;financial services remarketing (lease);31700;33500;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
2fmdk3jc3cba04337;43;2012;Ford;Edge;SEL;SUV;automatic;ca;65548;black;beige;ford motor credit company llc pd;16350;16600;12:00:00;Thu;Jan 08 2015;cheap;medium_mileage;new
1fmcu9dg3ckb92323;26;2012;Ford;Escape;XLT;SUV;automatic;ca;70977;silver;black;the hertz corporation;12050;11200;11:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
5uxzw0c51cl672731;38;2012;BMW;X5;xDrive35d;SUV;automatic;ca;21278;white;gray;financial services remarketing (lease);39300;41000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
19xfb2f86ce382348;24;2012;Honda;Civic;EX;Sedan;automatic;ca;47076;white;gray;ahfc/honda lease trust/hvt  inc.;11550;10600;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
19xfb2f59ce382947;42;2012;Honda;Civic;LX;Sedan;automatic;ca;28391;white;gray;ahfc/honda lease trust/hvt  inc.;11500;13000;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
5npeb4ac0ch395644;41;2012;Hyundai;Sonata;GLS;Sedan;automatic;ca;39132;blue;gray;hyundai motor finance;10950;12100;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
kmhdh4ae8cu392715;27;2012;Hyundai;Elantra;GLS;Sedan;automatic;ca;35970;silver;gray;hyundai motor finance;10250;10700;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
1hgcp3f79ca004479;36;2012;Honda;Accord;EX V-6;Sedan;automatic;ca;36233;gray;gray;ahfc/honda lease trust/hvt  inc. eot;14950;14600;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3fahp0ga6cr345587;32;2012;Ford;Fusion;S;Sedan;automatic;ca;116173;black;gray;wholesale motor sales inc;6425;6600;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;new
5fnyf3h43cb016418;2;2012;Honda;Pilot;EX;SUV;automatic;ca;36828;blue;gray;ahfc/honda lease trust/hvt  inc. eot;20200;17200;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3fahp0ha4cr310450;37;2012;Ford;Fusion;SE;Sedan;automatic;ca;37315;gray;black;ford motor credit company llc pd;11200;12200;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
5npec4ac4ch374812;33;2012;Hyundai;Sonata;Limited;Sedan;automatic;ca;44051;white;tan;hyundai motor finance;15050;15000;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
sajwa2gb4clv25237;45;2012;Jaguar;XJ;Base;Sedan;automatic;ca;12912;black;beige;jpmorgan chase bank n.a.;47000;49000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
jn1cv6ap5cm930375;42;2012;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;33382;blue;black;nissan infiniti lt;21400;22500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
sajwa0hb0cls24919;39;2012;Jaguar;XF;Portfolio;Sedan;automatic;ca;37908;black;brown;jpmorgan chase bank n.a.;29900;30500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wmwsu3c5xct256149;37;2012;MINI;Cooper;Base;Hatchback;automatic;ca;29624;blue;—;bmw mini financial services;14050;14500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wmwzn3c53ct133983;36;2012;MINI;Cooper;Base;Convertible;automatic;ca;36053;red;black;bmw mini financial services;15000;15000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap4cm626714;34;2012;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;24873;gray;black;nissan infiniti lt;22000;20000;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
sajwa0hb3cls59258;35;2012;Jaguar;XF;Portfolio;Sedan;automatic;ca;48806;black;black;walters auto sales/service inc;29000;28500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
jn1cv6ek7cm420415;4;2012;Infiniti;G Coupe;G37;G Coupe;manual;ca;9633;black;black;nissan infiniti lt;25900;27500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jthbe5c27c5029117;38;2012;Lexus;IS 350;Base;Sedan;automatic;ca;90943;white;black;lexus of valencia;23800;20750;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;new
salmf1e48ca360609;29;2012;null;null;null;null;automatic;ca;62786;black;black;jpmorgan chase bank n.a.;46400;42500;04:30:00;Thu;Feb 12 2015;medium;medium_mileage;new
wddhf5kb3ca561858;41;2012;Mercedes-Benz;E-Class;E350 Luxury;Sedan;automatic;ca;28489;—;off-white;mercedes-benz financial services;29200;29000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
salsf2d49ca718718;45;2012;Land Rover;Range Rover Sport;HSE;SUV;automatic;ca;30055;white;tan;land rover north america llc;42000;34500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
1n4al2ap6cn429658;29;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;39056;black;gray;nissan-infiniti lt;12100;12600;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1n4al2ap2cn413411;42;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;41516;—;black;nissan-infiniti lt;11950;13500;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
4jgbf7be9ca782589;3;2012;Mercedes-Benz;GL-Class;GL450 4MATIC;SUV;automatic;ca;54184;gray;black;the hertz corporation;29200;28500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
1n4al2ap8cc153415;43;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;12490;gray;black;nissan-infiniti lt;13850;15000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n4al2ap5cn442160;39;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;31174;—;black;nissan-infiniti lt;12600;12250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n4al2ap8cc254986;29;2012;Nissan;Altima;2.5;Sedan;automatic;ca;60716;red;beige;dtg operations inc;10700;9100;11:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1n4al2ap9cc126546;19;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;37887;white;black;nissan-infiniti lt;12050;19000;12:30:00;Mon;Jan 06 2014;cheap;low_mileage;new
3c6ud5hl5cg142479;46;2012;Ram;2500;ST;Crew Cab;manual;ca;31537;white;—;century dealer services corp;31100;36000;12:15:00;Wed;Dec 17 2014;medium;low_mileage;new
wp0ab2a95cs121218;44;2012;Porsche;911;Carrera S (Midyear Redesign);Coupe;automatic;ca;16480;black;gray;mckenna audi/mckenna bmw;70000;72500;12:00:00;Thu;Dec 18 2014;expensive;low_mileage;new
wddng7db5ca487674;35;2012;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;36395;black;black;mercedes-benz financial services;43900;43500;04:30:00;Thu;Jan 15 2015;medium;low_mileage;new
jn1az0cp7ct023963;44;2012;Nissan;Leaf;SL;Hatchback;automatic;ca;16312;—;gray;nissan-infiniti lt;11600;12750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n4al2ap4cn421025;37;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;25195;—;black;nissan-infiniti lt;13000;12000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n4al2apxcn403077;21;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;26220;white;tan;nissan-infiniti lt;12950;10750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
4jgbf7be7ca782669;31;2012;Mercedes-Benz;GL-Class;GL450 4MATIC;SUV;automatic;ca;60981;gray;black;the hertz corporation;27000;26250;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
1n4al2ap1cn482459;28;2012;Nissan;Altima;2.5;Sedan;automatic;ca;59724;white;black;the hertz corporation;10750;10600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
1n4aa5ap2cc808904;31;2012;Nissan;Maxima;3.5 SV;Sedan;automatic;ca;55684;—;black;nissan-infiniti lt;14500;16500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
4jgda7eb0ca049551;null;2012;Mercedes-Benz;M-Class;ML63 AMG;SUV;null;ca;1;null;null;high bid trading co inc;69000;18500;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3n1cn7ap0cl945298;43;2012;Nissan;Versa;1.6 S;Sedan;null;ca;23402;gray;black;wells fargo dealer services;9600;10800;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1n4al2ap9cn412028;26;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;29636;white;black;nissan-infiniti lt;12700;10750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
wbaph5g55bnm79007;43;2011;BMW;3 Series;328i;Sedan;automatic;ca;31315;black;black;financial services remarketing (lease);19850;20750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph7c53be850277;46;2011;BMW;3 Series;328i;Sedan;automatic;ca;11802;gray;beige;financial services remarketing (lease);22500;23000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph7c51be683532;43;2011;BMW;3 Series;328i;Sedan;automatic;ca;13579;green;—;financial services remarketing (lease);22400;20500;04:30:00;Thu;Jan 15 2015;cheap;low_mileage;new
yv1622fs5c2098583;41;2012;Volvo;S60;T5;Sedan;automatic;ca;60252;white;black;us bank;13900;14750;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
wbapm5c59be578379;45;2011;BMW;3 Series;335i;Sedan;automatic;ca;10492;white;black;financial services remarketing (lease);27800;30000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph5c56bf093700;36;2011;BMW;3 Series;328i;Sedan;automatic;ca;28727;black;black;financial services remarketing (lease);20200;20750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph7c52be852392;44;2011;BMW;3 Series;328i;Sedan;automatic;ca;43583;black;black;financial services remarketing (lease);18200;19250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph5c54ba442608;4;2011;BMW;3 Series;328i;Sedan;automatic;ca;56559;white;black;aaero sweet company;16550;17250;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;new
jtdbu4ee7c9174690;34;2012;Toyota;Corolla;LE;Sedan;automatic;ca;61702;white;gray;toyota financial services;9200;10100;00:00:00;Tue;Dec 23 2014;cheap;medium_mileage;new
wvwhd7aj2cw322549;1;2012;Volkswagen;GTI;PZEV;Hatchback;automatic;ca;33529;red;black;vw credit;15350;12200;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
2t1bu4ee7cc756752;19;2012;Toyota;Corolla;L;Sedan;automatic;ca;42726;silver;gray;the hertz corporation;9400;9700;11:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaut9c51ba191622;44;2011;BMW;3 Series;328i;Wagon;automatic;ca;32741;white;beige;financial services remarketing (lease);22600;24750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph5g51bnm84561;46;2011;BMW;3 Series;328i;Sedan;automatic;ca;42173;black;red;financial services remarketing (lease);18400;19500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph5c51ba447104;37;2011;BMW;3 Series;328i;Sedan;automatic;ca;20363;gray;black;financial services remarketing (lease);20400;19500;04:30:00;Thu;Jan 29 2015;cheap;low_mileage;new
wbafu7c57bdu55628;39;2011;BMW;5 Series;535i xDrive;Sedan;automatic;ca;39277;brown;—;financial services remarketing (lease);29200;27500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbapm5g51bnn00933;45;2011;BMW;3 Series;335i;Sedan;automatic;ca;49117;black;black;financial services remarketing (lease);22700;23000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
wbafr7c52bc802659;43;2011;BMW;5 Series;535i;Sedan;automatic;ca;39422;beige;—;financial services remarketing (lease);28300;28750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
yv4940dl8c2329213;42;2012;Volvo;XC60;3.2;SUV;automatic;ca;49150;black;black;volvo na lemon law/world omni;19200;17000;04:30:00;Tue;Jan 20 2015;cheap;medium_mileage;new
wbaph5g51bnm83393;36;2011;BMW;3 Series;328i;Sedan;automatic;ca;36996;black;black;financial services remarketing (lease);19100;19500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
3fahp0ha6br191945;29;2011;Ford;Fusion;SE;Sedan;automatic;ca;88759;black;black;remarketing by ge/manheim southern california;7575;6100;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
5uxwx5c54blw13930;41;2011;BMW;X3;xDrive28i;SUV;automatic;ca;37428;brown;brown;ubs wholesale;26300;25250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhgh4jf8bu042912;37;2011;Hyundai;Equus;Signature;Sedan;automatic;ca;36047;black;black;hyundai motor finance;25500;26000;04:30:00;Tue;Jan 20 2015;cheap;low_mileage;new
3fahp0kcxbr292447;36;2011;Ford;Fusion;SPORT;Sedan;automatic;ca;41665;black;black;exeter finance corp;13150;12000;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
2c3ca5cg0bh580692;38;2011;Chrysler;300;Base;Sedan;automatic;ca;34994;blue;tan;fiserv/usb dealer services northstar exchange;17250;16250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
5fnrl5h6xbb097801;28;2011;Honda;Odyssey;EX-L;Minivan;null;ca;51722;gray;gray;cox fleet;18600;18900;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1gnkrjed2bj415308;26;2011;Chevrolet;Traverse;LT2;SUV;automatic;ca;25305;silver;gray;fiserv/usb dealer services northstar exchange;19150;18500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
5uxzv8c59bll67929;38;2011;BMW;X5;xDrive50i;SUV;automatic;ca;72841;gray;black;financial services remarketing (lease);25500;27750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
2a4rr5dg2br740623;42;2011;Chrysler;Town and Country;Touring;Minivan;automatic;ca;15452;white;beige;wheels exchange llc;15850;16400;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1gys4jef1br334742;29;2011;Cadillac;Escalade ESV;Premium;SUV;automatic;ca;52462;silver;black;fiserv/usb dealer services northstar exchange;34800;35000;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
